run_id,Acidobacteria,Actinobacteria,Bacteroidetes,Candidatus_Cloacimonetes,Candidatus_Melainabacteria,Chlamydiae,Chloroflexi,Cyanobacteria,Elusimicrobia,Fibrobacteres,Firmicutes,Fusobacteria,Gemmatimonadetes,Ignavibacteriae,Kiritimatiellaeota,Lentisphaerae,Proteobacteria,Spirochaetes,Synergistetes,Tenericutes,Unassigned,Verrucomicrobia,phenotype
SRR5983417,0,0.014292095,0.017865118,0,0,0,0,0,0,0,0.854845913,0.000446628,0,0,0,0,0.008039303,0,0.004019652,0.000893256,0.096025011,0.003126396,1
SRR5983418,8.29E-05,0.01011357,0.226975048,0,0,0,0.000248694,0.000248694,0,0.000828981,0.656470198,0,8.29E-05,0,0,0.001160574,0.015336152,0,0,0.000828981,0.083395507,0.004144906,1
SRR5983419,0,0.003011863,0.151453685,0,0,0,0.0001844,0,0,0.000307333,0.61915299,0.000307333,6.15E-05,0,0,0,0.017149179,0,0.093367755,0.000122933,0.107074805,0.007683324,1
SRR5983420,0,0.018386108,0.424339705,0,0,0,0.000145921,0.000145921,0,0.000145921,0.43849409,0.000145921,0.000145921,0,0.000291843,0,0.041441704,0,0,0,0.05661754,0.019407559,0
SRR5983421,0.000116185,0.021029395,0.427907517,0,0,0.000116185,0,0.000116185,0,0.000348554,0.305449053,0.000116185,0,0.000116185,0.000116185,0,0.029046125,0,0.000116185,0,0.177529918,0.037876147,0
SRR5983422,0,0.005851136,0.530956593,0,0,0,0,0.000136073,0,0.000408219,0.245747721,0.000272146,0,0,0,0,0.003537896,0,0.000136073,0,0.212545925,0.000408219,1
SRR5983424,0,0.020592934,0.309249068,0,0,0,0,0.000710101,0,0,0.47488017,0,0,0.000177525,0,0,0.013846973,0,0,0,0.11024321,0.070300018,0
SRR5983425,0.000257036,0.073769438,0.101143812,0,0,0.000128518,0.000128518,0.000257036,0,0.000514073,0.428222593,0.000128518,0.000385555,0,0,0,0.148567022,0,0,0,0.18558026,0.060660583,0
SRR5983427,0,0.015931971,0.527905386,0,0,0,9.77E-05,0,0,0.000195484,0.297331639,0.003714202,0,0.000195484,0,0,0.018375525,9.77E-05,0.000293226,0,0.134688691,0.001172906,1
SRR5983428,0,0.015406944,0.430054706,0,0,0,0,0.000446578,0,0,0.397733616,0.000167467,5.58E-05,0,0,0,0.002177068,0,0,5.58E-05,0.153399576,0.0005024,1
SRR5983429,4.22E-05,0.003041311,0.552462617,0,4.22E-05,0,0.000126721,0.003801639,0,0.000253443,0.318704064,0.000253443,4.22E-05,4.22E-05,0,0,0.009123933,4.22E-05,0,8.45E-05,0.109656163,0.002238743,0
SRR5983430,0,0.005366966,0.542197773,0,0,6.71E-05,0,0,0,0.000335435,0.128740105,0.000939219,6.71E-05,6.71E-05,0,0,0.036428284,0.000134174,0,0.011807326,0.25057024,0.023212129,0
SRR5983431,0.000403063,0.012091898,0.431680774,0,0,0,0,0.00120919,0,0,0.339379283,0.028617493,0,0,0,0,0.031841999,0,0,0,0.153970173,0.000806127,1
SRR5983432,0,0.011255884,0.533665325,0,0,0,6.82E-05,0.000341087,0,0.000136435,0.29933829,0.000477522,0,0,0,0,0.00136435,6.82E-05,6.82E-05,0,0.151852105,0.00136435,0
SRR5983433,0,0.01286831,0.425616356,0,0,0,0.000120265,0,0,0,0.303307276,0,0,0,0,0,0.03595911,0.000120265,0,0.000240529,0.212146723,0.009380637,0
SRR5983434,0.000129955,0.010786225,0.373619233,0,0,0,0.000129955,0.000519818,0,0,0.413905133,0.000129955,0,0,0,0,0.025081222,0,0,0,0.175308642,0.000389864,1
SRR5983435,0,0.026794258,0.368334058,0,0,0,0,0.000956938,0,0.000521966,0.412092214,0,0.000173989,0,8.70E-05,0,0.032274902,0.000260983,0,0,0.103610265,0.054806438,0
SRR5983436,0,0.001983003,0.72733711,0,0,0,0,0,0,0.000141643,0.110764873,0,0,0,0,0,0.007365439,0,0,0,0.140793201,0.011614731,1
SRR5983437,0.000147634,0.02251421,0.195836717,0,0,7.38E-05,0,0.000147634,0.000147634,0.000147634,0.61179597,7.38E-05,7.38E-05,0,0.000664354,0,0.033512955,0,0,0.000221451,0.13301838,0.001623976,1
SRR5983438,0,0.068330111,0.332769454,0,0,0,0,0.000120831,6.04E-05,0.000241663,0.446955051,6.04E-05,0,0,0,0,0.010210246,6.04E-05,0,0.000181247,0.140405993,0.000483325,0
SRR5983439,0,0.004596192,0.528374449,0,0,0,0,0.0001876,0,9.38E-05,0.198011444,0.0001876,9.38E-05,0,0,0,0.031798143,0.000281399,0,0,0.235718976,0.000656599,1
SRR5983440,0.000179743,0.079805878,0.312393278,0,0,0,8.99E-05,0.000359486,0,8.99E-05,0.454929451,0.000269614,0,8.99E-05,8.99E-05,0,0.019861598,0.000179743,0,8.99E-05,0.128965579,0.002606273,1
SRR5983441,6.01E-05,0.007687226,0.458410906,6.01E-05,0,0,6.01E-05,0.000360339,0,0.000180169,0.264368506,6.01E-05,0,0,6.01E-05,0,0.021139871,6.01E-05,0,0,0.246591796,0.000900847,1
SRR5983443,0,0.111497326,0.223262032,0,0,0,0.00026738,0.00026738,0,0.00026738,0.521925134,0,0.00026738,0,0,0,0.012299465,0.00026738,0,0.00026738,0.127005348,0.002406417,1
SRR5983444,0,0.006876988,0.405398435,0,0,0,0.000257887,0.000171925,0,8.60E-05,0.36018224,0,8.60E-05,0,0.000171925,0.007736611,0.024757156,0,8.60E-05,0,0.193329322,0.000773661,1
SRR5983445,0,0.043347488,0.251946214,0,0,0,0,0.000530786,0,0,0.541224345,0.0012385,0.000353857,0.000353857,0.000176929,0,0.028308563,0,0,0.000530786,0.12915782,0.002653928,1
SRR5983446,0,0.00372737,0.626426289,0,0,0,0,0,7.61E-05,0.000532481,0.167579492,0.000304275,0,0,0,0,0.001521375,0,0,0,0.199224099,0.00060855,1
SRR5983447,0,0.019946021,0.256862616,0,0,0,0,0.000263314,0,0.000197485,0.565795537,0.000460799,6.58E-05,0,0.000987427,0,0.026989665,6.58E-05,0,6.58E-05,0.126785597,0.001514054,1
SRR5983448,7.59E-05,0.02459203,0.210550285,0,0,0,0.000151803,0,0,0.000151803,0.607210626,0.000303605,0,0,0.000531309,0,0.020037951,0,0,7.59E-05,0.13313093,0.003187856,1
SRR5983449,7.66E-05,0.014821907,0.437610111,0,0,0,0,0.000497894,0,0.000153198,0.42535427,0,3.83E-05,0.000114899,3.83E-05,0,0.005132133,7.66E-05,0,3.83E-05,0.115051704,0.000957488,0
SRR5983450,0,0.003943277,0.455979374,0,0.000758323,0,0.000151665,0.011450671,0,0.000379161,0.240312429,7.58E-05,0,7.58E-05,0,0,0.041328581,7.58E-05,7.58E-05,0,0.244559035,0.000834155,1
SRR5983451,0.000214684,0.027694289,0.091383999,0,0,7.16E-05,0,0,0,0.000143123,0.524474023,7.16E-05,0,0,7.16E-05,0,0.157864606,0,0.000143123,0,0.16974381,0.027908974,0
SRR5983452,8.04E-05,0.008865676,0.431900362,0,0,2.68E-05,0.000321414,5.36E-05,0,0.000133923,0.293236909,0.030453998,0,0,5.36E-05,0,0.055711799,5.36E-05,0,2.68E-05,0.178679523,0.000374983,1
SRR5983453,0,0.01253053,0.64367633,0,0,0,0.000106191,0.000212382,0,5.31E-05,0.281246682,0,5.31E-05,0.000106191,0,0,0.008813847,0,0,5.31E-05,0.048157587,0.004990974,0
SRR5983454,0,0.015192046,0.461161863,0,0,0,0.00025236,0.00025236,0,0.000151416,0.419320648,0,0,0,0.000100944,0,0.011709484,5.05E-05,0,5.05E-05,0.091303689,0.000454247,0
SRR5983455,6.53E-05,0.030485019,0.218225733,0,0,0,0.000130557,0.000195835,0,0.000587506,0.477119916,0.000195835,6.53E-05,6.53E-05,0,0,0.086950845,0,0,0,0.151576474,0.034271167,0
SRR5983456,0,0.02198207,0.255434115,0,0,6.14E-05,6.14E-05,0.000184207,0,0.00024561,0.555753408,0,6.14E-05,0.000122805,0,0,0.030701216,6.14E-05,0,0,0.091182611,0.044148348,0
SRR5983457,0,0.032694549,0.373235789,6.47E-05,0,6.47E-05,0.000129483,0.000258967,0,0.000129483,0.473650136,6.47E-05,0.000194225,0,0,0,0.012106694,0,0,0,0.106759031,0.000647417,1
SRR5983458,2.95E-05,0.005158742,0.674881349,0,0,2.95E-05,5.90E-05,8.84E-05,0,2.95E-05,0.240544763,0.009344692,0,0,0,0,0.013678036,0.00020635,0,8.84E-05,0.044601008,0.011260797,1
SRR5983459,0,0.001933948,0.002975305,0,0,0,0,0,0,0.000148765,0.620797382,0,0,0,0,0,0.105028265,0,0.000148765,0.000595061,0.268223743,0.000148765,1
SRR5983460,5.88E-05,0.003349788,0.353667137,0,0,0,5.88E-05,0,0,0.000293841,0.460272685,0.000235073,0,0,0,0,0.001292901,0,0,5.88E-05,0.180653503,5.88E-05,1
SRR5983461,4.57E-05,0.016265363,0.389637684,0,0,0,4.57E-05,0.000411203,0,0.000137068,0.495773747,0.000274135,0.000319825,4.57E-05,4.57E-05,0,0.010462832,4.57E-05,0,0,0.085210399,0.001233609,0
SRR5983462,0,0.016528319,0.36979358,0,0,0,0,0.000514214,0,0,0.433409241,0.000661133,0,7.35E-05,0,0,0.019980901,0,0,0,0.158304562,0.000661133,1
SRR5983463,2.82E-05,0.023808179,0.202157704,0,0,0,2.82E-05,0.000423633,2.82E-05,2.82E-05,0.643385676,8.47E-05,2.82E-05,0,0,0,0.004716448,2.82E-05,0.000367149,0.000225938,0.123785585,0.000875508,1
SRR5983464,0,0.027495379,0.444316081,0,0,0,0.000231054,0.000462107,0,0.000115527,0.401109057,0.000115527,0,0,0,0,0.016520333,0,0,0.000231054,0.108595194,0.000808688,1
SRR5983466,0,0.020358393,0.429858976,0,0,0,0.000106033,0,0,0,0.335277277,0.0006362,0.000424133,0,0.000106033,0,0.02799279,0.000106033,0,0,0.184816032,0.0003181,1
SRR5983467,0,0.009246088,0.455192034,0,0,0,0,0.000177809,0,0.000711238,0.312944523,0.000177809,0.000177809,0,0,0,0.018136558,0,0,0,0.202702703,0.000533428,1
SRR5983468,0,0.012300511,0.418658929,0,0,0,0,0.000315398,0,0,0.354002397,0,6.31E-05,0,0,0,0.011858954,0,0,0.000126159,0.202043777,0.000630795,1
SRR5983469,0.000242601,0.003942261,0.439531781,0,0,0,0,0.000303251,0,0.000485201,0.323144105,0.0001213,6.07E-05,0.0001213,0,0.004427462,0.019771955,6.07E-05,0.0001213,0.000181951,0.206877729,0.000485201,1
SRR5983470,0,0.013387219,0.201818641,0,0,0,0,0.000505178,0,0,0.594594595,0.000252589,0,0,0.000252589,0,0.065167972,0,0,0.000252589,0.122253094,0.001515534,1
SRR5983471,6.35E-05,0.000635445,0.517824236,0,0,0,0,0,0,0.000317723,0.172396264,6.35E-05,0,0,6.35E-05,0.000317723,0.013725615,6.35E-05,0,0.004257482,0.290017157,0.000254178,1
SRR5983472,0.000105747,0.011896579,0.074922011,0,0,0,5.29E-05,0.000264368,0,0.003119547,0.554856448,0.000370116,0,0.000264368,5.29E-05,0,0.09728758,0,0.000105747,5.29E-05,0.251995982,0.004388516,1
SRR5983473,4.23E-05,0.025656224,0.609144793,0,0,0,0,0.000254022,0,0.000211685,0.270787468,4.23E-05,0,0,0,0,0.019559695,0,0,0,0.061685013,0.012616427,0
SRR5983474,0,0.010903234,0.53239995,0,0,0,0,0,0,0.0001239,0.233552224,0,0,0.0001239,0.0001239,0,0.018089456,0.000247801,0,0.0001239,0.203568331,0.000743402,1
SRR5983475,0,0.003639259,0.555896736,0,0,0,0,0,0,0,0.15273513,0,0,0,0.00034118,0,0.034345502,0,0,0,0.252473559,0.000568634,1
SRR5983476,0.001135847,0.017378464,0.298500682,0,0,0.000113585,0.000113585,0.000227169,0,0.000795093,0.50624716,0.000113585,0.000454339,0.000113585,0,0,0.01919582,0.000227169,0,0,0.153907315,0.001476602,0
SRR5983477,0.000148269,0.018607754,0.312588035,0,0,0,0.000333605,0.000148269,0,3.71E-05,0.491882274,0.000148269,3.71E-05,0,0,0,0.058306768,7.41E-05,3.71E-05,0,0.116428201,0.001186152,1
SRR5983478,0,0.008517633,0.681012154,0,0,0,0,0.000249054,0,0.000199243,0.259912333,0,0,0,0,0,0.006375772,9.96E-05,0,0,0.041243276,0.002390915,0
SRR5983479,0,0.028969007,0.041745731,0,0,0,0.000379507,0,0.000253004,0.001897533,0.71030993,0.000506009,0,0,0,0,0.034788109,0,0.000253004,0,0.180392157,0.000253004,1
SRR5983480,0,0.013419615,0.266376704,0,0,0.000212168,0.000477378,0.000106084,0,0.00026521,0.473717711,0.000318252,0,0.000159126,0.000106084,0,0.070651886,0,0,0.000106084,0.167188246,0.006895454,1
SRR5983481,6.55E-05,0.021744826,0.41000786,6.55E-05,0,0,0,0,0,0.000327482,0.228386167,0.000196489,0,0,0,0,0.022858266,0,0,0,0.188171339,0.128111082,0
SRR5983482,0.000126159,0.01791459,0.166593074,0,0,0,0.000378477,0.000252318,0,0.000189239,0.666813852,0.000126159,0,0,0,0,0.030088942,6.31E-05,0,0.008957295,0.100044156,0.008389579,0
SRR5983483,0,0.045393056,0.121524124,0,0,0,7.52E-05,0.000225462,0,7.52E-05,0.745528333,0.00037577,0,0,0.000150308,0,0.013753194,0,0,0,0.071621825,0.001052157,1
SRR5983485,0,0.02403151,0.244004587,4.99E-05,0,0,0.000149574,0.00024929,0,9.97E-05,0.577553971,4.99E-05,0,0,0,0,0.040135614,9.97E-05,0,0,0.104901032,0.008625418,0
SRR2145289,0,0.150224845,0.359190556,0,,,7.03E-05,7.03E-05,0,0,0.305578977,0.000140528,0.000351321,0,0,0,0.005480607,0,0,0,0.177908938,0.000983699,1
SRR2145290,0,0.108031272,0.141435679,0,,,0,0,0,0,0.60554371,0.000581508,0.000452284,0,0,0,0.009045681,0,0,0,0.131356206,0.00355366,1
SRR2145291,0,0.005870237,0.705664264,0,,,0,5.15E-05,0,5.15E-05,0.158393409,0.00030896,0,0,0,0,0.030432544,0,0,0,0.09907312,0.000102987,1
SRR2145292,0,0.042728264,0.227619709,0,,,0,0.000346981,0,9.91E-05,0.593883216,0.000446119,0,0,0,0,0.057945871,0,4.96E-05,4.96E-05,0.07623674,0.000545256,1
SRR2145293,0,0.045967485,0.284220593,0,,,0,0.000318776,0,0.000191266,0.541217724,0.000637552,0.000191266,0,0,0,0.005100414,0,0,0.000255021,0.121326108,0.000446286,1
SRR2145294,0,0.059384279,0.118456009,0,,,0,0.001093921,0,0,0.704016253,0.000468823,0.000312549,0,0,0,0.04281919,0,0,0,0.072667604,0.000781372,1
SRR2145295,0,0.111779251,0.153647297,0,,,0,0.000168596,0,0.000112397,0.612678431,0.000955378,0.000112397,0,0,0,0.005170282,5.62E-05,0,5.62E-05,0.11492638,0.000337192,1
SRR2145296,0.000126008,0.048765121,0.351310484,0,,,0,0.000126008,0,0.00063004,0.416456653,0.000126008,0,0,0,0,0.00453629,0,0.000126008,0,0.177041331,0.00063004,1
SRR2145297,0,0.171471601,0.116537579,0,,,0.000143431,0.000143431,0,0.000286862,0.580751578,0.000860585,0.000215146,0,0,0,0.017283419,0,0,0,0.111660929,0.000645439,1
SRR2145298,0,0.087225806,0.327483871,0,,,0,0,0,0.000258065,0.344774194,0.001290323,0,0,0,0,0.036903226,0,0,0.000516129,0.201290323,0.000258065,1
SRR2145299,3.55E-05,0.023048828,0.288784086,0,,,3.55E-05,0.000106379,0,0.000709195,0.584943796,0.000390057,0.000177299,3.55E-05,0,0,0.002553101,0,0.000177299,0.000106379,0.098188008,0.000673735,1
SRR2145300,0,0.014283632,0.180294418,0,,,0,0.000291503,0,0.000437254,0.71563912,0.000291503,0.000291503,0,0.000145751,0,0.003935286,0.000145751,0.000145751,0.000145751,0.083515523,0.000437254,1
SRR2145301,0,0.009563729,0.215420037,0,,,0,0.000118071,0,0.000472283,0.68622705,0.000531318,0,0,0,0,0.005962572,0,0,0,0.081291694,0.000413248,1
SRR2145302,0,0.025682573,0.09276513,0,,,0,0,0,8.10E-05,0.791460747,0.000972211,0.000162035,0,0,0,0.003321721,0,8.10E-05,8.10E-05,0.083853196,0.001458316,1
SRR2145303,0,0,0.595744681,0,,,0,0,0,0,0.212765957,0.021276596,0,0,0,0,0.063829787,0,0,0,0.106382979,0,1
SRR2145305,0,0.062828755,0.54792519,0,,,0,0,0,0,0.2893045,0,0,0,0,0,0.035359439,0,0,0,0.062536528,0.002045587,1
SRR2145306,9.91E-05,0.018731417,0.514767096,0,,,0.000297324,0,0,0.00049554,0.326560951,0.001288404,0,0,0,0,0.042517344,0,0,9.91E-05,0.093657086,0.00148662,1
SRR2145307,0.000319591,0.058165548,0.025247683,0,,,0.000319591,0,0,0.000639182,0.744966443,0.003195909,0.000319591,0,0,0,0.003835091,0,0,0.000639182,0.161713007,0.000639182,1
SRR2145308,0,0.057665746,0.035566298,0,,,0,0,0,0,0.690262431,0.008977901,0.000690608,0,0,0,0.016229282,0,0,0,0.190262431,0.000345304,1
SRR2145309,0,0.07295082,0.025,0,,,0,0,0,0,0.716393443,0.00942623,0.000409836,0,0,0,0.002868852,0,0,0,0.164344262,0.008606557,1
SRR2145311,0.000352889,0.016585796,0.542302603,0,,,0,8.82E-05,0,0.000264667,0.184737539,8.82E-05,0,0,0,0,0.033348037,0,0,0,0.221967358,0.000264667,1
SRR2145312,0.000895389,0.028055514,0.406058797,0,,,0,0.000149231,0,0.000895389,0.322787644,0.000298463,0.000895389,0.000149231,0,0,0.04297866,0,0.000149231,0,0.196388599,0.000298463,1
SRR2145313,0.000302709,0.027243832,0.40850613,0,,,0,0,0,0.000454064,0.351748146,0,0.000151355,0,0.000151355,0,0.028000605,0,0,0,0.182685031,0.000605418,1
SRR2145314,0.000423729,0.03220339,0.252966102,0,,,0,0,0,0.001694915,0.506144068,0.000211864,0,0.000211864,0,0,0.009533898,0,0.000211864,0.000211864,0.163347458,0.032627119,1
SRR2145315,0,0.035714286,0.25,0,,,0,0,0,0,0.464285714,0,0,0,0,0,0.05952381,0,0,0,0.19047619,0,1
SRR2145317,0,0,0.032679739,0,,,0,0,0,0,0.607843137,0.019607843,0,0,0,0,0.078431373,0,0,0,0.261437908,0,1
SRR2145318,0,0.086956522,0.043478261,0,,,0,0,0,0,0.608695652,0,0,0,0,0,0,0,0,0,0.260869565,0,1
SRR2145320,0.000187354,0.00412178,0.000468384,0,,,0,0,0,0,0.218079625,9.37E-05,0,0,0,0,0.475035129,0,0,0,0.302014052,0,1
SRR2145321,0,0.005042017,0.00051713,0,,,0,0,0,0,0.07498384,0.000258565,0,0,0,0,0.593923723,0,0,0,0.325274725,0,1
SRR2145322,0,0.005993269,0.422571573,4.61E-05,,,0,0,0,4.61E-05,0.202249781,0.000184408,4.61E-05,0,0,0,0.014844867,0,0,4.61E-05,0.353833387,0.000138306,1
SRR2145323,0,0.133039092,0.013871375,0,,,0,0,0,0,0.254728878,0,0.001261034,0,0,0,0.292559899,0,0,0,0.303909206,0.000630517,1
SRR2145324,0,0.039308709,0.023043036,0.000338868,,,0,0.000338868,0,0.000338868,0.781430024,0.005421891,0,0.000338868,0,0,0.034903423,0,0.000338868,0,0.114198577,0,1
SRR2145325,0,0.018091079,0.063214806,0.000207943,,,0,0,0,0.000207943,0.797671033,0.000207943,0,0,0,0.00062383,0.010605115,0,0,0,0.095653982,0.013516324,1
SRR2145326,0.000112267,0.010029189,0.192762518,0.000112267,,,0,0.000224534,0,0.000299379,0.639285982,0.000336801,0,0,3.74E-05,0.012985555,0.006399222,0,0,7.48E-05,0.112379313,0.024923284,1
SRR2145327,0.000420345,0.013511079,0.391040653,0,,,0,0.000270222,0,0.000450369,0.384165015,9.01E-05,0,0,0,0,0.016423467,0,9.01E-05,9.01E-05,0.193028283,0.000360295,1
SRR2145328,0.000211876,0.002860321,0.355103554,0,,,5.30E-05,0,0,0.001483129,0.373483765,5.30E-05,0,5.30E-05,0,0,0.093490121,0,5.30E-05,0.000105938,0.172254886,0.000688596,1
SRR2145330,0,0.002641011,0.129032258,0,,,0,0,0,0.000754575,0.712129787,0,0.000188644,0,0,0,0.031126203,0,0.000188644,0.000188644,0.120731937,0.003018298,1
SRR2145331,0,0.006557377,0.036065574,0,,,0,0,0,0.003278689,0.370491803,0,0,0,0,0,0.275409836,0,0,0,0.308196721,0,1
SRR2145332,0,0.021362587,0.012124711,0,,,0,0,0,0,0.753464203,0.002309469,0,0,0,0,0.06408776,0,0,0,0.142032333,0.004618938,1
SRR2145334,0,0.041759218,0.032874278,0,,,0,0,0,0.000444247,0.754775655,0.000888494,0.000444247,0,0,0,0.04886717,0,0,0,0.119058196,0.000888494,1
SRR2145335,0.000884062,0.003031068,0.0668098,0.000126295,,,0.000126295,0,0,0,0.654584491,0.001136651,0.000505178,0,0,0,0.047991917,0,0,0,0.224299065,0.000505178,1
SRR2145336,0.000326744,0.016173828,0.01306976,0,,,0,0,0,0,0.789086751,0.000163372,0.000326744,0,0,0,0.00898546,0,0,0.000163372,0.142950498,0.028753472,1
SRR2145337,0,0.07752443,0.003908795,0,,,0,0,0,0,0.796091205,0.001302932,0.001302932,0,0,0,0.014332248,0,0,0,0.096416938,0.009120521,1
SRR2145338,0.000576369,0.078962536,0.007492795,0,,,0,0,0,0,0.781556196,0.001152738,0.000576369,0,0,0,0.014409222,0.000576369,0,0.000576369,0.112391931,0.001729107,1
SRR2145339,0,0.009526645,0.544953855,0,,,0,0.000148854,0,0.000446561,0.231244418,0,0,7.44E-05,0,0,0.018234594,0,0,0,0.193956535,0.001414111,1
SRR2145341,0,0.002784281,0.603239891,0,,,0,0,0,0.000126558,0.147503639,0,0,0,6.33E-05,0,0.047965576,6.33E-05,0.000126558,0,0.145288869,0.05271151,1
SRR2145342,0,0.002371321,0.142279258,0,,,0,0,0,0.000139489,0.317059562,0.000139489,0,0,0,0,0.171153578,0,0,0,0.165155531,0.201562282,1
SRR2145343,6.58E-05,0.011020099,0.480903977,0,,,3.29E-05,0.000131583,0,0.000822395,0.375801836,0.000131583,0,3.29E-05,3.29E-05,0,0.033915589,0,0,3.29E-05,0.095496562,0.001578999,1
SRR2145347,0,0.005537349,0.523863337,0,,,0,0.000113007,0,0.000263683,0.178701925,0.000715712,0,3.77E-05,3.77E-05,0,0.040042189,0,0,3.77E-05,0.250235431,0.00037669,1
SRR2145350,0,0.001349528,0.544534413,0,,,0,0,0,0,0.187584345,0.000674764,0,0,0,0,0.07219973,0,0,0.000674764,0.192982456,0,1
SRR2145351,0,0.011803012,0.407814408,0,,,0,0.000407,0,0.000407,0.426536427,0.000407,0,0,0,0,0.001628002,0,0.000407,0.000407,0.15018315,0,1
SRR2145355,0,0.00155314,0.517417351,0,,,7.40E-05,0,0,0,0.070113157,0.008505288,0,0,0.000221877,0,0.07070483,0,0,0,0.33133644,7.40E-05,1
SRR2145356,0,0.006006006,0.599099099,0,,,0,0,0,0,0.04954955,0,0.000750751,0,0,0,0.059309309,0,0,0,0.285285285,0,1
SRR2145357,0,0.003605047,0.577508512,0,,,0,0,0,0,0.147206089,0,0.00010014,0,0,0,0.024934909,0,0,0,0.246645303,0,1
SRR2145359,0.00040833,0.036749694,0.436096366,0,,,0,0,0,0,0.4679461,0,0,0,0,0,0.003674969,0,0,0.00040833,0.052674561,0.00204165,0
SRR2145360,0,0.015716096,0.059569075,0,,,0,0,0,0.000887199,0.865272497,0.000380228,0.000380228,0,0.000126743,0,0.002027883,0.000253485,0,0.001774398,0.042458809,0.011153359,0
SRR2145361,0.000174774,0.018642587,0.378910574,0,,,5.83E-05,0.000174774,0,0.000407807,0.40273813,0.000233032,5.83E-05,0,0,0,0.028837751,0,0,5.83E-05,0.168365861,0.001339936,0
SRR2145362,0,0.024193548,0.284482759,0,,,0,0,0,0.000139043,0.590100111,0.000973304,0,0,0,0,0.001529477,0.00041713,0,0.000139043,0.089543938,0.008342603,0
SRR2145363,0,0.010352941,0.382588235,0.000235294,,,0,0.000235294,0,0.000705882,0.391529412,0,0,0,0,0.003529412,0.012,0,0,0.048705882,0.129176471,0.020941176,0
SRR2145364,0.000175858,0.027996624,0.382878447,0,,,0,7.03E-05,0,0.000386888,0.437746201,0.000351716,0,3.52E-05,0,0,0.044984524,0,0,0.000105515,0.102947383,0.002215813,0
SRR2145365,0.000242718,0.015291262,0.165291262,0,,,0.000242718,0.000242718,0,0.000970874,0.55315534,0.000242718,0,0,0.000485437,0.00776699,0.005339806,0.000242718,0,0.170145631,0.070873786,0.009223301,0
SRR2145366,0.000134409,0.034744624,0.18030914,0.000134409,,,0,0,0,0.000268817,0.697916667,0.000672043,0,0,0,0,0.003293011,0,0,0.008736559,0.071303763,0.002419355,0
SRR2145367,0,0.012609457,0.378633975,0,,,0,0,0,0,0.456042032,0.000350263,0,0,0.000350263,0,0.005604203,0,0,0.000350263,0.145709282,0.000350263,0
SRR2145368,0,0.012700535,0.412433155,0,,,0,0,0,0,0.428475936,0,0,0,0,0,0.024064171,0,0,0,0.096256684,0.026069519,0
SRR2145369,0,0.001800803,0.297825184,0,,,0.000138523,0,0,0.000554093,0.526665743,0.000554093,0,0,0,0,0.008449924,0,0.000138523,0,0.162903449,0.000969663,0
SRR2145370,0,0.00314169,0.57555765,0,,,0,0.000314169,0,0.000942507,0.360666038,0,0,0,0.002199183,0,0.010995916,0.000314169,0,0.000942507,0.038328621,0.006597549,0
SRR2145371,0.000242248,0.009689922,0.383478682,0,,,0,0,0,0.00121124,0.446705426,0,0,0,0.000484496,0,0.020348837,0,0,0.000484496,0.130329457,0.007025194,0
SRR2145372,0,0.006438831,0.344725111,0,,,0,0,0,0.000495295,0.445269936,0,0,0,0,0,0.045071818,0,0,0.000495295,0.15700842,0.000495295,0
SRR2145373,4.76E-05,0.07306338,0.350042825,0,,,4.76E-05,0.000237914,0,0.000547202,0.418752379,0.000499619,7.14E-05,2.38E-05,0,0,0.008041492,4.76E-05,0,0,0.132589456,0.015868862,0
SRR2145374,0,0.010397554,0.299388379,0,,,0,0,0,0.000611621,0.524159021,0.00030581,0,0,0,0,0.019877676,0,0,0,0.143730887,0.001529052,0
SRR2145375,0,0.004236412,0.491113867,0,,,0.000103327,0.000206654,0,0.000516636,0.17338293,0.000309981,0,0,0,0,0.065922711,0,0,0.000206654,0.263897499,0.000103327,0
SRR2145376,0,0.004106464,0.59513308,0,,,0,0,0,0,0.151634981,0.000608365,0.000152091,0,0.000152091,0,0.002737643,0,0,0,0.245171103,0.000304183,0
SRR2145377,0,0.005399061,0.323239437,0,,,0,0,0,0.000469484,0.50399061,0,0,0,0,0,0.026056338,0,0,0.000234742,0.136150235,0.004460094,0
SRR2145378,0.001342282,0.010738255,0.345861298,0,,,0,0,0,0.000447427,0.48590604,0.000894855,0,0,0,0,0.005816555,0,0,0.0049217,0.142281879,0.001342282,0
SRR2145379,8.35E-05,0.020469546,0.310218063,0,,,0.000501295,8.35E-05,0,0.000334197,0.435374718,0.010777843,0,0,0,0,0.032333528,0,0,0,0.188570474,0.001253238,0
SRR2145380,0.000174216,0.011672474,0.41445993,0,,,0,0,0,0.000174216,0.435714286,0.000348432,0,0,0,0,0.031707317,0,0,0,0.102090592,0.003658537,0
SRR2145382,0,0.006975585,0.210264076,0,,,0,0.000498256,0,0.000498256,0.668161435,0,0,0,0.000996512,0,0.004484305,0,0.000498256,0,0.103139013,0.003986049,0
SRR2145383,0,0.006394316,0.614209591,0,,,0,0,0,0,0.331793961,0.00035524,0,0,0,0,0.009591474,0,0,0.004973357,0.032326821,0.00035524,0
SRR2145384,0,0.022156236,0.260392873,0,,,0,0,0,0.000913659,0.640475103,0,0.000228415,0.000228415,0,0.000228415,0.007309274,0,0,0.002055733,0.064869804,0.001142074,0
